batch_date,symbol,screener,signal_date,close,shelf,shelf_touches,atr_pct,ma50_gap_pct,score,image_path,human_label,reviewer,comment,reviewed_at
2026-08-14,3MINDIA,HOLD,2026-08-14,35340.0,34810.0,3,2.48,2.1,61.6,charts/3MINDIA_HOLD.png,,,,
2026-08-14,AADHARHFC,HOLD,2026-08-14,498.2,487.1,3,2.65,-3.6,75.0,charts/AADHARHFC_HOLD.png,,,,
2026-08-14,AARTIDRUGS,HOLD,2026-08-14,416.35,402.9,4,3.31,1.6,79.7,charts/AARTIDRUGS_HOLD.png,,,,
2026-08-14,AAVAS,HOLD,2026-08-14,1397.4,1355.0,2,3.13,-5.5,70.1,charts/AAVAS_HOLD.png,,,,
2026-08-14,ABCAPITAL,HOLD,2026-08-14,401.0,384.35,5,2.8,-2.0,79.0,charts/ABCAPITAL_HOLD.png,,,,
2026-08-14,ACE,HOLD,2026-08-14,1085.6,1033.1,2,3.73,2.6,63.7,charts/ACE_HOLD.png,,,,
2026-08-14,AFFLE,HOLD,2026-08-14,1668.8,1578.1,2,4.32,3.5,66.5,charts/AFFLE_HOLD.png,,,,
2026-08-14,ANANTRAJ,HOLD,2026-08-14,629.95,575.06,2,2.93,1.2,62.1,charts/ANANTRAJ_HOLD.png,,,,
2026-08-14,ARE&M,HOLD,2026-08-14,945.95,862.28,4,3.53,-0.4,54.3,charts/ARE&M_HOLD.png,,,,
2026-08-14,ARVIND,HOLD,2026-08-14,571.85,504.95,4,3.77,-4.8,55.2,charts/ARVIND_HOLD.png,,,,
2026-08-14,ASTRAMICRO,HOLD,2026-08-14,1739.3,1668.1,4,5.27,-2.4,87.4,charts/ASTRAMICRO_HOLD.png,,,,
2026-08-14,AVL,HOLD,2026-08-14,624.65,605.05,5,2.96,-2.3,94.9,charts/AVL_HOLD.png,,,,
2026-08-14,BALAMINES,HOLD,2026-08-14,2133.8,2060.0,2,5.1,-4.6,80.7,charts/BALAMINES_HOLD.png,,,,
2026-08-14,BALRAMCHIN,HOLD,2026-08-14,624.85,594.0,3,4.04,2.2,71.7,charts/BALRAMCHIN_HOLD.png,,,,
2026-08-14,BHARATFORG,HOLD,2026-08-14,2065.0,2049.88,3,3.02,-2.9,75.5,charts/BHARATFORG_HOLD.png,,,,
2026-08-14,BLUEJET,HOLD,2026-08-14,584.5,564.2,4,3.99,1.5,79.3,charts/BLUEJET_HOLD.png,,,,
2026-08-14,BORORENEW,HOLD,2026-08-14,577.05,559.0,2,2.53,-4.4,75.6,charts/BORORENEW_HOLD.png,,,,
2026-08-14,CAMS,HOLD,2026-08-14,762.25,739.65,4,2.57,-5.0,73.6,charts/CAMS_HOLD.png,,,,
2026-08-14,CAPLIPOINT,HOLD,2026-08-14,2480.5,2435.4,2,3.46,-3.3,73.7,charts/CAPLIPOINT_HOLD.png,,,,
2026-08-14,CARTRADE,HOLD,2026-08-14,2797.8,2635.6,3,4.51,-1.4,74.3,charts/CARTRADE_HOLD.png,,,,
2026-08-14,CDSL,HOLD,2026-08-14,1344.4,1289.24,4,1.74,-2.8,75.6,charts/CDSL_HOLD.png,,,,
2026-08-14,CGCL,HOLD,2026-08-14,226.52,219.57,3,4.76,-4.8,72.7,charts/CGCL_HOLD.png,,,,
2026-08-14,CHOICEIN,HOLD,2026-08-14,804.35,791.05,3,2.02,2.8,75.6,charts/CHOICEIN_HOLD.png,,,,
2026-08-14,CHOLAHLDNG,HOLD,2026-08-14,1597.2,1491.82,2,4.01,-5.6,35.7,charts/CHOLAHLDNG_HOLD.png,,,,
2026-08-14,CORONA,HOLD,2026-08-14,2137.1,2063.4,2,3.65,4.5,66.3,charts/CORONA_HOLD.png,,,,
2026-08-14,CRISIL,HOLD,2026-08-14,4475.9,4389.2,2,2.58,4.7,72.8,charts/CRISIL_HOLD.png,,,,
2026-08-14,CUB,HOLD,2026-08-14,208.64,204.79,2,4.36,-2.6,72.0,charts/CUB_HOLD.png,,,,
2026-08-14,DATAMATICS,HOLD,2026-08-14,866.25,814.35,3,3.29,-1.4,52.2,charts/DATAMATICS_HOLD.png,,,,
2026-08-14,DEEPAKNTR,HOLD,2026-08-14,1723.2,1635.0,3,3.45,-1.4,69.2,charts/DEEPAKNTR_HOLD.png,,,,
