batch_date,symbol,screener,signal_date,close,shelf,shelf_touches,atr_pct,ma50_gap_pct,score,image_path,human_label,reviewer,comment,reviewed_at
2026-07-01,360ONE,HOLD,2026-07-01,1065.9,1031.3,3,2.63,-5.4,55.6,charts/360ONE_HOLD.png,,,,
2026-07-01,AARTIDRUGS,HOLD,2026-07-01,375.55,363.0,2,2.62,-4.0,62.8,charts/AARTIDRUGS_HOLD.png,,,,
2026-07-01,ABDL,HOLD,2026-07-01,669.55,615.57,2,2.98,8.0,50.5,charts/ABDL_HOLD.png,,,,
2026-07-01,AFFLE,HOLD,2026-07-01,1430.9,1401.3,5,3.08,-4.3,88.6,charts/AFFLE_HOLD.png,,,,
2026-07-01,AKUMS,HOLD,2026-07-01,630.85,587.5,2,3.36,5.9,57.2,charts/AKUMS_HOLD.png,,,,
2026-07-01,ANGELONE,HOLD,2026-07-01,340.4,319.5,3,2.98,-2.9,71.0,charts/ANGELONE_HOLD.png,,,,
2026-07-01,ARE&M,HOLD,2026-07-01,840.2,793.85,2,2.47,-7.3,56.2,charts/ARE&M_HOLD.png,,,,
2026-07-01,ASHOKA,HOLD,2026-07-01,132.11,127.85,2,3.84,-1.0,76.1,charts/ASHOKA_HOLD.png,,,,
2026-07-01,ASKAUTOLTD,HOLD,2026-07-01,444.75,423.0,4,3.14,-5.5,61.9,charts/ASKAUTOLTD_HOLD.png,,,,
2026-07-01,ASTERDM,HOLD,2026-07-01,776.0,761.6,2,3.66,1.2,77.7,charts/ASTERDM_HOLD.png,,,,
2026-07-01,ATGL,HOLD,2026-07-01,734.0,701.0,4,3.1,2.0,81.0,charts/ATGL_HOLD.png,,,,
2026-07-01,ATHERENERG,HOLD,2026-07-01,1130.4,981.35,2,3.82,2.4,64.0,charts/ATHERENERG_HOLD.png,,,,
2026-07-01,BALRAMCHIN,HOLD,2026-07-01,545.75,538.0,2,3.13,0.7,72.7,charts/BALRAMCHIN_HOLD.png,,,,
2026-07-01,BANCOINDIA,HOLD,2026-07-01,673.2,658.4,2,3.02,3.1,72.6,charts/BANCOINDIA_HOLD.png,,,,
2026-07-01,BEML,HOLD,2026-07-01,1825.7,1710.0,2,2.93,-4.9,44.4,charts/BEML_HOLD.png,,,,
2026-07-01,BIOCON,HOLD,2026-07-01,418.2,406.75,3,2.15,0.0,50.0,charts/BIOCON_HOLD.png,,,,
2026-07-01,BLUESTONE,HOLD,2026-07-01,568.15,512.95,3,3.41,1.0,67.3,charts/BLUESTONE_HOLD.png,,,,
2026-07-01,BSE,HOLD,2026-07-01,3944.1,3784.8,3,2.83,-4.1,76.0,charts/BSE_HOLD.png,,,,
2026-07-01,CHENNPETRO,HOLD,2026-07-01,1134.0,1115.2,2,3.63,1.7,72.7,charts/CHENNPETRO_HOLD.png,,,,
2026-07-01,COFORGE,HOLD,2026-07-01,1370.7,1360.3,4,3.5,-0.6,74.9,charts/COFORGE_HOLD.png,,,,
2026-07-01,DATAMATICS,HOLD,2026-07-01,806.15,750.5,4,3.02,-2.7,68.4,charts/DATAMATICS_HOLD.png,,,,
2026-07-01,DEEPAKFERT,HOLD,2026-07-01,1604.6,1475.0,2,2.9,5.5,58.2,charts/DEEPAKFERT_HOLD.png,,,,
2026-07-01,ELGIEQUIP,HOLD,2026-07-01,605.85,591.0,3,2.93,2.8,76.5,charts/ELGIEQUIP_HOLD.png,,,,
2026-07-01,EMMVEE,HOLD,2026-07-01,351.95,320.05,2,3.98,7.8,58.4,charts/EMMVEE_HOLD.png,,,,
2026-07-01,EXIDEIND,HOLD,2026-07-01,390.35,380.35,3,2.47,2.2,83.6,charts/EXIDEIND_HOLD.png,,,,
2026-07-01,FACT,HOLD,2026-07-01,878.45,850.05,3,4.84,-5.0,74.6,charts/FACT_HOLD.png,,,,
2026-07-01,FEDFINA,HOLD,2026-07-01,149.61,145.71,3,3.3,-5.2,75.4,charts/FEDFINA_HOLD.png,,,,
2026-07-01,FINPIPE,HOLD,2026-07-01,175.82,168.6,5,3.14,-3.5,84.7,charts/FINPIPE_HOLD.png,,,,
2026-07-01,GAEL,HOLD,2026-07-01,162.5,151.59,3,2.93,-4.5,46.6,charts/GAEL_HOLD.png,,,,
2026-07-01,GRANULES,HOLD,2026-07-01,811.4,724.35,3,3.26,-2.9,45.9,charts/GRANULES_HOLD.png,,,,
2026-07-01,GRAVITA,HOLD,2026-07-01,1627.2,1546.0,2,3.51,-6.8,47.9,charts/GRAVITA_HOLD.png,,,,
2026-07-01,GROWW,HOLD,2026-07-01,205.29,198.27,2,3.05,-0.1,79.5,charts/GROWW_HOLD.png,,,,
2026-07-01,HCG,HOLD,2026-07-01,633.95,615.05,5,2.69,-0.8,94.4,charts/HCG_HOLD.png,,,,
2026-07-01,HEMIPROP,HOLD,2026-07-01,138.17,135.61,3,2.32,-3.4,74.4,charts/HEMIPROP_HOLD.png,,,,
2026-07-01,HEXT,HOLD,2026-07-01,551.65,491.9,5,4.03,-0.2,55.4,charts/HEXT_HOLD.png,,,,
2026-07-01,HONASA,HOLD,2026-07-01,466.5,396.85,4,3.74,4.1,46.8,charts/HONASA_HOLD.png,,,,
