batch_date,symbol,screener,signal_date,close,shelf,shelf_touches,atr_pct,ma50_gap_pct,score,image_path,human_label,reviewer,comment,reviewed_at
2026-07-21,360ONE,HOLD,2026-07-21,1119.7,1031.3,3,3.07,-6.4,52.9,charts/360ONE_HOLD.png,,,,
2026-07-21,AAVAS,HOLD,2026-07-21,1521.7,1466.0,2,2.49,3.2,80.1,charts/AAVAS_HOLD.png,,,,
2026-07-21,ABCAPITAL,HOLD,2026-07-21,409.05,382.75,3,2.61,2.2,61.6,charts/ABCAPITAL_HOLD.png,,,,
2026-07-21,ACE,HOLD,2026-07-21,1035.5,983.0,3,3.28,4.3,56.5,charts/ACE_HOLD.png,,,,
2026-07-21,AEQUS,HOLD,2026-07-21,238.5,229.3,2,5.57,7.0,64.4,charts/AEQUS_HOLD.png,,,,
2026-07-21,AIIL,HOLD,2026-07-21,558.55,506.8,3,3.79,-0.0,54.8,charts/AIIL_HOLD.png,,,,
2026-07-21,AJANTPHARM,HOLD,2026-07-21,3575.3,3295.5,2,2.77,3.2,44.8,charts/AJANTPHARM_HOLD.png,,,,
2026-07-21,AKUMS,HOLD,2026-07-21,695.05,623.0,2,3.87,6.2,47.4,charts/AKUMS_HOLD.png,,,,
2026-07-21,ALIVUS,HOLD,2026-07-21,1145.4,1107.4,2,3.16,1.7,77.8,charts/ALIVUS_HOLD.png,,,,
2026-07-21,ANANDRATHI,HOLD,2026-07-21,2091.2,2009.8,2,2.8,6.5,60.0,charts/ANANDRATHI_HOLD.png,,,,
2026-07-21,APLLTD,HOLD,2026-07-21,833.6,809.5,2,2.88,4.2,70.1,charts/APLLTD_HOLD.png,,,,
2026-07-21,APOLLO,HOLD,2026-07-21,390.55,380.75,2,4.65,-4.3,82.0,charts/APOLLO_HOLD.png,,,,
2026-07-21,ASTRAMICRO,HOLD,2026-07-21,1747.1,1737.2,2,3.9,14.1,58.8,charts/ASTRAMICRO_HOLD.png,,,,
2026-07-21,ATGL,HOLD,2026-07-21,700.4,690.4,3,3.1,-2.7,78.4,charts/ATGL_HOLD.png,,,,
2026-07-21,AUROPHARMA,HOLD,2026-07-21,1579.7,1545.0,3,2.45,2.7,87.8,charts/AUROPHARMA_HOLD.png,,,,
2026-07-21,AVL,HOLD,2026-07-21,641.65,636.1,3,2.87,7.8,51.3,charts/AVL_HOLD.png,,,,
2026-07-21,BALRAMCHIN,HOLD,2026-07-21,617.85,561.0,2,3.05,2.7,58.4,charts/BALRAMCHIN_HOLD.png,,,,
2026-07-21,BANCOINDIA,HOLD,2026-07-21,650.25,625.85,4,2.69,-4.0,75.0,charts/BANCOINDIA_HOLD.png,,,,
2026-07-21,BELRISE,HOLD,2026-07-21,236.76,218.42,3,3.51,-3.5,66.6,charts/BELRISE_HOLD.png,,,,
2026-07-21,BHARATFORG,HOLD,2026-07-21,2201.8,2035.52,2,2.44,1.1,54.5,charts/BHARATFORG_HOLD.png,,,,
2026-07-21,CAPLIPOINT,HOLD,2026-07-21,2608.0,2509.5,2,3.58,7.9,55.8,charts/CAPLIPOINT_HOLD.png,,,,
2026-07-21,CARTRADE,HOLD,2026-07-21,2726.0,2584.2,2,4.65,10.7,59.0,charts/CARTRADE_HOLD.png,,,,
