batch_date,symbol,screener,signal_date,close,shelf,shelf_touches,atr_pct,ma50_gap_pct,score,image_path,human_label,reviewer,comment,reviewed_at
2026-09-22,AARTIDRUGS,HOLD,2026-09-22,425.75,406.4,6,3.44,-3.3,76.6,charts/AARTIDRUGS_HOLD.png,,,,
2026-09-22,AARTIIND,HOLD,2026-09-22,496.0,485.53,2,2.95,-3.5,73.5,charts/AARTIIND_HOLD.png,,,,
2026-09-22,AARTIPHARM,HOLD,2026-09-22,883.75,808.14,3,4.14,3.3,70.3,charts/AARTIPHARM_HOLD.png,,,,
2026-09-22,ACMESOLAR,HOLD,2026-09-22,458.65,399.55,2,4.03,3.2,49.8,charts/ACMESOLAR_HOLD.png,,,,
2026-09-22,AETHER,HOLD,2026-09-22,1643.5,1580.0,4,3.19,-0.5,83.5,charts/AETHER_HOLD.png,,,,
2026-09-22,AIIL,HOLD,2026-09-22,546.9,510.55,2,3.25,-6.5,51.2,charts/AIIL_HOLD.png,,,,
2026-09-22,AJANTPHARM,HOLD,2026-09-22,3519.3,3403.1,3,2.24,-3.1,73.2,charts/AJANTPHARM_HOLD.png,,,,
2026-09-22,ALIVUS,HOLD,2026-09-22,1374.2,1331.65,5,3.87,2.3,87.8,charts/ALIVUS_HOLD.png,,,,
2026-09-22,ANTHEM,HOLD,2026-09-22,891.7,868.9,2,3.34,0.1,72.3,charts/ANTHEM_HOLD.png,,,,
2026-09-22,APARINDS,HOLD,2026-09-22,18233.0,16142.96,3,4.43,1.3,56.3,charts/APARINDS_HOLD.png,,,,
2026-09-22,APLAPOLLO,HOLD,2026-09-22,2195.0,2128.3,3,3.03,4.3,75.9,charts/APLAPOLLO_HOLD.png,,,,
2026-09-22,APLLTD,HOLD,2026-09-22,840.15,792.6,5,2.84,-3.1,56.1,charts/APLLTD_HOLD.png,,,,
2026-09-22,ARVIND,HOLD,2026-09-22,533.55,507.74,2,4.16,-6.2,54.6,charts/ARVIND_HOLD.png,,,,
2026-09-22,ASAHIINDIA,HOLD,2026-09-22,965.15,934.53,3,2.15,0.8,85.0,charts/ASAHIINDIA_HOLD.png,,,,
2026-09-22,ASKAUTOLTD,HOLD,2026-09-22,663.4,601.2,3,3.43,2.3,74.6,charts/ASKAUTOLTD_HOLD.png,,,,
2026-09-22,AUROPHARMA,HOLD,2026-09-22,1700.0,1605.7,4,2.13,-0.8,61.7,charts/AUROPHARMA_HOLD.png,,,,
2026-09-22,AZAD,HOLD,2026-09-22,2776.2,2721.0,2,3.92,3.7,71.9,charts/AZAD_HOLD.png,,,,
2026-09-22,BALRAMCHIN,HOLD,2026-09-22,661.05,638.6,3,3.69,-2.3,82.5,charts/BALRAMCHIN_HOLD.png,,,,
2026-09-22,BELRISE,HOLD,2026-09-22,244.74,224.46,3,2.38,-4.4,56.7,charts/BELRISE_HOLD.png,,,,
2026-09-22,BEML,HOLD,2026-09-22,2096.8,1897.83,3,3.83,0.9,66.3,charts/BEML_HOLD.png,,,,
2026-09-22,BHEL,HOLD,2026-09-22,425.8,409.2,5,2.81,-2.6,81.2,charts/BHEL_HOLD.png,,,,
2026-09-22,CARTRADE,HOLD,2026-09-22,2907.9,2890.0,3,4.35,-0.4,77.0,charts/CARTRADE_HOLD.png,,,,
2026-09-22,CLEAN,HOLD,2026-09-22,833.2,814.61,5,2.89,2.0,88.4,charts/CLEAN_HOLD.png,,,,
2026-09-22,CONCORDBIO,HOLD,2026-09-22,1532.4,1418.0,3,3.29,-0.5,69.5,charts/CONCORDBIO_HOLD.png,,,,
2026-09-22,CRAFTSMAN,HOLD,2026-09-22,10602.0,10368.0,3,4.27,-1.2,68.0,charts/CRAFTSMAN_HOLD.png,,,,
