batch_date,symbol,screener,signal_date,close,shelf,shelf_touches,atr_pct,ma50_gap_pct,score,image_path,human_label,reviewer,comment,reviewed_at
2026-09-02,360ONE,HOLD,2026-09-02,1181.3,1144.4,3,2.56,0.4,66.9,charts/360ONE_HOLD.png,,,,
2026-09-02,AARTIDRUGS,HOLD,2026-09-02,417.8,402.9,6,2.82,-1.3,81.3,charts/AARTIDRUGS_HOLD.png,,,,
2026-09-02,AARTIPHARM,HOLD,2026-09-02,867.25,826.2,2,4.01,10.4,50.6,charts/AARTIPHARM_HOLD.png,,,,
2026-09-02,ABCAPITAL,HOLD,2026-09-02,397.05,384.35,3,2.3,-4.6,78.3,charts/ABCAPITAL_HOLD.png,,,,
2026-09-02,ACE,HOLD,2026-09-02,1090.9,1065.3,3,3.35,0.3,86.2,charts/ACE_HOLD.png,,,,
2026-09-02,AEGISVOPAK,HOLD,2026-09-02,286.3,262.95,2,3.76,-4.4,63.5,charts/AEGISVOPAK_HOLD.png,,,,
2026-09-02,AETHER,HOLD,2026-09-02,1646.4,1580.0,2,3.25,4.0,61.0,charts/AETHER_HOLD.png,,,,
2026-09-02,AGARWALEYE,HOLD,2026-09-02,514.25,495.0,3,2.26,-0.1,78.6,charts/AGARWALEYE_HOLD.png,,,,
2026-09-02,ALIVUS,HOLD,2026-09-02,1417.9,1341.41,2,3.76,8.5,32.4,charts/ALIVUS_HOLD.png,,,,
2026-09-02,ANANDRATHI,HOLD,2026-09-02,2198.3,2117.2,2,1.79,0.9,71.1,charts/ANANDRATHI_HOLD.png,,,,
2026-09-02,ANANTRAJ,HOLD,2026-09-02,588.85,585.34,2,2.6,-0.9,72.8,charts/ANANTRAJ_HOLD.png,,,,
2026-09-02,ANTHEM,HOLD,2026-09-02,934.5,865.65,2,2.98,5.9,46.5,charts/ANTHEM_HOLD.png,,,,
2026-09-02,APARINDS,HOLD,2026-09-02,16813.0,16199.0,2,3.83,5.0,72.0,charts/APARINDS_HOLD.png,,,,
2026-09-02,ARE&M,HOLD,2026-09-02,871.25,862.28,4,1.98,-3.7,82.4,charts/ARE&M_HOLD.png,,,,
2026-09-02,AUROPHARMA,HOLD,2026-09-02,1648.2,1611.7,2,2.29,1.1,71.1,charts/AUROPHARMA_HOLD.png,,,,
2026-09-02,BALKRISIND,HOLD,2026-09-02,2329.1,2317.27,3,2.69,2.4,58.4,charts/BALKRISIND_HOLD.png,,,,
2026-09-02,BLUEJET,HOLD,2026-09-02,580.35,564.2,5,2.79,-3.1,88.9,charts/BLUEJET_HOLD.png,,,,
2026-09-02,CDSL,HOLD,2026-09-02,1365.2,1305.0,4,2.37,-3.7,72.5,charts/CDSL_HOLD.png,,,,
2026-09-02,CLEAN,HOLD,2026-09-02,863.15,803.0,2,2.66,2.4,59.9,charts/CLEAN_HOLD.png,,,,
2026-09-02,COCHINSHIP,HOLD,2026-09-02,1463.0,1416.5,3,2.47,-2.9,78.3,charts/COCHINSHIP_HOLD.png,,,,
2026-09-02,CONCOR,HOLD,2026-09-02,510.0,498.75,2,2.47,0.0,47.0,charts/CONCOR_HOLD.png,,,,
2026-09-02,CONCORDBIO,HOLD,2026-09-02,1444.8,1424.4,2,3.84,3.3,68.9,charts/CONCORDBIO_HOLD.png,,,,
2026-09-02,CORONA,HOLD,2026-09-02,2054.2,2022.8,6,2.36,-2.0,95.3,charts/CORONA_HOLD.png,,,,
2026-09-02,CRAMC,HOLD,2026-09-02,252.85,240.81,2,2.43,-6.3,55.3,charts/CRAMC_HOLD.png,,,,
2026-09-02,DEEPAKNTR,HOLD,2026-09-02,1734.1,1695.0,3,2.91,0.4,74.6,charts/DEEPAKNTR_HOLD.png,,,,
2026-09-02,DIXON,HOLD,2026-09-02,14590.0,13645.0,4,2.42,-1.3,70.5,charts/DIXON_HOLD.png,,,,
2026-09-02,EDELWEISS,HOLD,2026-09-02,126.18,120.27,2,4.01,-0.8,49.8,charts/EDELWEISS_HOLD.png,,,,
2026-09-02,FEDFINA,HOLD,2026-09-02,157.57,148.02,4,2.69,-3.7,73.0,charts/FEDFINA_HOLD.png,,,,
2026-09-02,FIVESTAR,HOLD,2026-09-02,524.85,516.1,2,3.33,-3.9,71.0,charts/FIVESTAR_HOLD.png,,,,
2026-09-02,FLUOROCHEM,HOLD,2026-09-02,4727.7,4565.0,2,2.64,4.3,69.4,charts/FLUOROCHEM_HOLD.png,,,,
2026-09-02,GABRIEL,HOLD,2026-09-02,1384.9,1366.17,2,3.94,-0.8,76.5,charts/GABRIEL_HOLD.png,,,,
2026-09-02,GAEL,HOLD,2026-09-02,170.8,164.72,2,4.27,0.3,73.9,charts/GAEL_HOLD.png,,,,
2026-09-02,GLAND,HOLD,2026-09-02,2868.4,2827.5,2,2.79,9.1,61.2,charts/GLAND_HOLD.png,,,,
2026-09-02,GMMPFAUDLR,HOLD,2026-09-02,1070.0,997.05,2,3.71,13.0,44.3,charts/GMMPFAUDLR_HOLD.png,,,,
2026-09-02,GOKULAGRO,HOLD,2026-09-02,234.19,229.5,2,4.03,2.5,78.0,charts/GOKULAGRO_HOLD.png,,,,
2026-09-02,GRANULES,HOLD,2026-09-02,831.75,814.2,4,2.58,-3.9,84.9,charts/GRANULES_HOLD.png,,,,
