batch_date,symbol,screener,signal_date,close,shelf,shelf_touches,atr_pct,ma50_gap_pct,score,image_path,human_label,reviewer,comment,reviewed_at
2026-07-10,360ONE,HOLD,2026-07-10,1129.0,1031.3,3,2.72,-6.0,38.5,charts/360ONE_HOLD.png,,,,
2026-07-10,AARTIDRUGS,HOLD,2026-07-10,396.8,366.8,5,2.88,-3.2,61.1,charts/AARTIDRUGS_HOLD.png,,,,
2026-07-10,ABCAPITAL,HOLD,2026-07-10,408.3,382.75,2,2.58,3.9,57.0,charts/ABCAPITAL_HOLD.png,,,,
2026-07-10,ABSLAMC,HOLD,2026-07-10,1146.6,1141.2,2,3.66,5.4,68.4,charts/ABSLAMC_HOLD.png,,,,
2026-07-10,ACE,HOLD,2026-07-10,989.0,975.65,2,3.02,5.0,68.0,charts/ACE_HOLD.png,,,,
2026-07-10,AEQUS,HOLD,2026-07-10,248.78,227.1,2,5.8,11.3,41.4,charts/AEQUS_HOLD.png,,,,
2026-07-10,AFFLE,HOLD,2026-07-10,1480.4,1401.3,4,2.2,-4.7,69.7,charts/AFFLE_HOLD.png,,,,
2026-07-10,AKUMS,HOLD,2026-07-10,701.95,596.33,2,3.16,5.4,36.8,charts/AKUMS_HOLD.png,,,,
2026-07-10,ALIVUS,HOLD,2026-07-10,1160.1,1108.3,2,3.39,2.4,66.8,charts/ALIVUS_HOLD.png,,,,
2026-07-10,ANANTRAJ,HOLD,2026-07-10,585.85,510.3,4,3.15,-2.7,57.6,charts/ANANTRAJ_HOLD.png,,,,
2026-07-10,ANGELONE,HOLD,2026-07-10,346.05,319.5,3,3.07,-3.9,61.4,charts/ANGELONE_HOLD.png,,,,
2026-07-10,APOLLO,HOLD,2026-07-10,408.85,381.8,2,5.46,-0.4,80.5,charts/APOLLO_HOLD.png,,,,
2026-07-10,ARVIND,HOLD,2026-07-10,526.7,505.8,2,4.67,2.2,66.8,charts/ARVIND_HOLD.png,,,,
