batch_date,symbol,screener,signal_date,close,shelf,shelf_touches,atr_pct,ma50_gap_pct,score,image_path,human_label,reviewer,comment,reviewed_at
2026-08-10,3MINDIA,HOLD,2026-08-10,35900.0,34865.0,2,2.2,3.2,68.0,charts/3MINDIA_HOLD.png,,,,
2026-08-10,AADHARHFC,HOLD,2026-08-10,501.65,489.0,2,2.69,-2.7,76.9,charts/AADHARHFC_HOLD.png,,,,
2026-08-10,AARTIDRUGS,HOLD,2026-08-10,422.55,402.9,4,2.8,2.7,73.6,charts/AARTIDRUGS_HOLD.png,,,,
2026-08-10,AAVAS,HOLD,2026-08-10,1404.0,1346.4,2,3.56,-5.6,69.5,charts/AAVAS_HOLD.png,,,,
2026-08-10,ABCAPITAL,HOLD,2026-08-10,407.75,384.35,4,2.94,-0.8,73.4,charts/ABCAPITAL_HOLD.png,,,,
2026-08-10,ABREL,HOLD,2026-08-10,1393.2,1304.73,2,2.87,-3.2,58.6,charts/ABREL_HOLD.png,,,,
2026-08-10,ACMESOLAR,HOLD,2026-08-10,365.8,361.4,3,3.93,-0.2,75.9,charts/ACMESOLAR_HOLD.png,,,,
2026-08-10,ACUTAAS,HOLD,2026-08-10,3282.0,3216.2,3,4.8,-3.7,80.0,charts/ACUTAAS_HOLD.png,,,,
2026-08-10,AEGISLOG,HOLD,2026-08-10,1333.7,1265.8,3,5.59,8.7,60.5,charts/AEGISLOG_HOLD.png,,,,
2026-08-10,AHLUCONT,HOLD,2026-08-10,829.9,791.1,2,2.63,-4.6,71.8,charts/AHLUCONT_HOLD.png,,,,
2026-08-10,AIAENG,HOLD,2026-08-10,4790.3,4505.5,2,2.71,-3.3,69.0,charts/AIAENG_HOLD.png,,,,
2026-08-10,AJANTPHARM,HOLD,2026-08-10,3506.2,3321.77,2,2.74,1.9,63.5,charts/AJANTPHARM_HOLD.png,,,,
2026-08-10,AKUMS,HOLD,2026-08-10,730.1,650.25,2,3.27,3.3,54.4,charts/AKUMS_HOLD.png,,,,
2026-08-10,ANANDRATHI,HOLD,2026-08-10,2131.5,2002.1,3,2.13,2.2,67.9,charts/ANANDRATHI_HOLD.png,,,,
2026-08-10,ANANTRAJ,HOLD,2026-08-10,604.25,575.06,2,3.4,1.7,65.1,charts/ANANTRAJ_HOLD.png,,,,
2026-08-10,APLLTD,HOLD,2026-08-10,831.35,775.86,2,2.66,-0.1,53.4,charts/APLLTD_HOLD.png,,,,
2026-08-10,ARE&M,HOLD,2026-08-10,897.7,860.29,2,3.09,-0.4,48.0,charts/ARE&M_HOLD.png,,,,
2026-08-10,ARVINDFASN,HOLD,2026-08-10,460.25,454.41,6,3.2,-2.2,89.1,charts/ARVINDFASN_HOLD.png,,,,
2026-08-10,ASTRAMICRO,HOLD,2026-08-10,1734.7,1668.1,3,5.1,-0.8,76.3,charts/ASTRAMICRO_HOLD.png,,,,
2026-08-10,AUROPHARMA,HOLD,2026-08-10,1648.0,1512.0,5,2.76,-0.9,63.7,charts/AUROPHARMA_HOLD.png,,,,
2026-08-10,AVL,HOLD,2026-08-10,624.3,602.7,3,3.23,-1.5,85.4,charts/AVL_HOLD.png,,,,
2026-08-10,AZAD,HOLD,2026-08-10,2549.7,2306.2,2,4.08,3.0,62.4,charts/AZAD_HOLD.png,,,,
2026-08-10,BAJAJHFL,HOLD,2026-08-10,85.06,83.55,2,1.7,-3.3,67.1,charts/BAJAJHFL_HOLD.png,,,,
2026-08-10,BALRAMCHIN,HOLD,2026-08-10,655.25,607.25,2,3.66,5.8,45.6,charts/BALRAMCHIN_HOLD.png,,,,
2026-08-10,BHARATFORG,HOLD,2026-08-10,2093.1,2049.88,3,2.8,-2.4,66.5,charts/BHARATFORG_HOLD.png,,,,
2026-08-10,BLUEJET,HOLD,2026-08-10,592.15,563.7,2,4.26,3.4,60.7,charts/BLUEJET_HOLD.png,,,,
2026-08-10,CAMS,HOLD,2026-08-10,789.45,742.0,4,2.66,-4.7,61.1,charts/CAMS_HOLD.png,,,,
2026-08-10,CAPLIPOINT,HOLD,2026-08-10,2623.8,2435.4,2,3.36,-1.7,56.3,charts/CAPLIPOINT_HOLD.png,,,,
2026-08-10,CARTRADE,HOLD,2026-08-10,2762.0,2635.6,3,4.91,1.3,68.5,charts/CARTRADE_HOLD.png,,,,
2026-08-10,CDSL,HOLD,2026-08-10,1332.5,1289.24,4,1.97,-2.0,86.5,charts/CDSL_HOLD.png,,,,
2026-08-10,CENTURYPLY,HOLD,2026-08-10,779.55,765.55,3,3.13,-0.4,83.8,charts/CENTURYPLY_HOLD.png,,,,
2026-08-10,CERA,HOLD,2026-08-10,6033.5,5952.0,4,2.88,-2.7,82.0,charts/CERA_HOLD.png,,,,
2026-08-10,CLEAN,HOLD,2026-08-10,803.55,715.5,2,3.16,-6.8,39.1,charts/CLEAN_HOLD.png,,,,
2026-08-10,COHANCE,HOLD,2026-08-10,447.0,411.0,2,3.38,-5.6,54.6,charts/COHANCE_HOLD.png,,,,
2026-08-10,CORONA,HOLD,2026-08-10,2081.3,1984.9,3,3.88,2.3,75.7,charts/CORONA_HOLD.png,,,,
2026-08-10,CPPLUS,HOLD,2026-08-10,3764.8,3372.6,2,4.2,-2.7,61.6,charts/CPPLUS_HOLD.png,,,,
2026-08-10,CRISIL,HOLD,2026-08-10,4635.4,4246.21,2,3.03,3.1,50.5,charts/CRISIL_HOLD.png,,,,
2026-08-10,DATAMATICS,HOLD,2026-08-10,862.5,814.35,2,3.18,-1.2,60.0,charts/DATAMATICS_HOLD.png,,,,
2026-08-10,DEEPAKFERT,HOLD,2026-08-10,1530.4,1475.7,2,3.8,-4.9,65.3,charts/DEEPAKFERT_HOLD.png,,,,
2026-08-10,DELHIVERY,HOLD,2026-08-10,478.35,459.85,4,3.08,-2.8,80.8,charts/DELHIVERY_HOLD.png,,,,
2026-08-10,DIXON,HOLD,2026-08-10,14115.0,13650.0,2,2.74,5.4,68.2,charts/DIXON_HOLD.png,,,,
2026-08-10,EDELWEISS,HOLD,2026-08-10,118.38,114.3,5,3.29,-3.4,85.7,charts/EDELWEISS_HOLD.png,,,,
2026-08-10,EIEL,HOLD,2026-08-10,215.63,212.11,3,3.31,-0.5,84.6,charts/EIEL_HOLD.png,,,,
2026-08-10,ELGIEQUIP,HOLD,2026-08-10,582.55,562.78,4,2.77,-4.7,58.1,charts/ELGIEQUIP_HOLD.png,,,,
