batch_date,symbol,screener,signal_date,close,shelf,shelf_touches,atr_pct,ma50_gap_pct,score,image_path,human_label,reviewer,comment,reviewed_at
2026-07-20,360ONE,HOLD,2026-07-20,1126.5,1031.3,3,3.06,-6.4,52.9,charts/360ONE_HOLD.png,,,,
2026-07-20,AADHARHFC,HOLD,2026-07-20,510.55,502.2,2,3.35,1.4,71.7,charts/AADHARHFC_HOLD.png,,,,
2026-07-20,AAVAS,HOLD,2026-07-20,1497.4,1466.0,2,2.54,3.4,77.2,charts/AAVAS_HOLD.png,,,,
2026-07-20,ABCAPITAL,HOLD,2026-07-20,401.15,382.75,3,2.63,2.5,75.5,charts/ABCAPITAL_HOLD.png,,,,
2026-07-20,ACE,HOLD,2026-07-20,991.6,981.8,2,3.08,4.5,70.2,charts/ACE_HOLD.png,,,,
2026-07-20,ACUTAAS,HOLD,2026-07-20,3656.2,3475.0,2,3.64,8.0,56.8,charts/ACUTAAS_HOLD.png,,,,
2026-07-20,AEQUS,HOLD,2026-07-20,240.37,229.3,2,5.71,8.3,65.2,charts/AEQUS_HOLD.png,,,,
2026-07-20,AIIL,HOLD,2026-07-20,551.95,506.8,2,3.74,-0.0,49.8,charts/AIIL_HOLD.png,,,,
2026-07-20,AJANTPHARM,HOLD,2026-07-20,3469.0,3306.9,2,2.95,3.9,66.0,charts/AJANTPHARM_HOLD.png,,,,
2026-07-20,ALIVUS,HOLD,2026-07-20,1132.3,1107.4,2,3.48,1.7,73.3,charts/ALIVUS_HOLD.png,,,,
2026-07-20,APLLTD,HOLD,2026-07-20,842.65,809.5,2,3.02,4.4,73.5,charts/APLLTD_HOLD.png,,,,
2026-07-20,APOLLO,HOLD,2026-07-20,392.8,380.75,2,4.65,-3.9,72.6,charts/APOLLO_HOLD.png,,,,
2026-07-20,ASTRAMICRO,HOLD,2026-07-20,1751.0,1665.0,2,3.96,10.3,60.5,charts/ASTRAMICRO_HOLD.png,,,,
2026-07-20,ATGL,HOLD,2026-07-20,712.9,690.4,3,2.99,-2.4,79.4,charts/ATGL_HOLD.png,,,,
2026-07-20,AUROPHARMA,HOLD,2026-07-20,1559.6,1545.0,2,2.49,2.9,67.0,charts/AUROPHARMA_HOLD.png,,,,
2026-07-20,AVALON,HOLD,2026-07-20,1716.5,1710.0,4,5.26,5.8,75.0,charts/AVALON_HOLD.png,,,,
2026-07-20,BANCOINDIA,HOLD,2026-07-20,661.65,625.85,4,2.68,-3.9,67.5,charts/BANCOINDIA_HOLD.png,,,,
2026-07-20,BELRISE,HOLD,2026-07-20,233.92,218.42,3,3.65,-3.5,66.6,charts/BELRISE_HOLD.png,,,,
2026-07-20,BHARATFORG,HOLD,2026-07-20,2209.0,2035.52,2,2.57,1.1,54.5,charts/BHARATFORG_HOLD.png,,,,
2026-07-20,CAPLIPOINT,HOLD,2026-07-20,2649.2,2509.5,2,3.67,8.7,55.5,charts/CAPLIPOINT_HOLD.png,,,,
2026-07-20,CARTRADE,HOLD,2026-07-20,2755.4,2584.2,2,4.8,11.5,48.8,charts/CARTRADE_HOLD.png,,,,
2026-07-20,CCAVENUE,HOLD,2026-07-20,17.23,16.49,2,4.85,8.7,62.1,charts/CCAVENUE_HOLD.png,,,,
2026-07-20,CCL,HOLD,2026-07-20,1201.1,1159.6,2,2.92,1.8,77.6,charts/CCL_HOLD.png,,,,
2026-07-20,CEATLTD,HOLD,2026-07-20,3407.3,3395.3,4,4.67,-1.0,62.3,charts/CEATLTD_HOLD.png,,,,
2026-07-20,CHENNPETRO,HOLD,2026-07-20,1214.0,1092.1,2,4.6,-1.2,72.1,charts/CHENNPETRO_HOLD.png,,,,
2026-07-20,CONCORDBIO,HOLD,2026-07-20,1335.0,1260.0,3,3.24,1.5,71.6,charts/CONCORDBIO_HOLD.png,,,,
2026-07-20,CORONA,HOLD,2026-07-20,2046.1,1977.0,2,3.21,7.7,62.3,charts/CORONA_HOLD.png,,,,
2026-07-20,CREDITACC,HOLD,2026-07-20,1498.0,1422.0,2,3.2,2.2,66.3,charts/CREDITACC_HOLD.png,,,,
